Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
4.2640e-02,0.0304906
4.2672e-02,0.0305187
4.2704e-02,0.0300094
4.2736e-02,0.0303594
4.2768e-02,0.02975
4.2800e-02,0.029975
4.2832e-02,0.0301437
4.2864e-02,0.0299344
4.2896e-02,0.0294906
4.2928e-02,0.0298687
4.2960e-02,0.0298719
4.2992e-02,0.0306625
4.3024e-02,0.031325
4.3056e-02,0.0315656
4.3088e-02,0.0317156
4.3120e-02,0.0312312
4.3152e-02,0.0307531
4.3184e-02,0.0302906
4.3216e-02,0.0297594
4.3248e-02,0.0295562
4.3280e-02,0.0302719
4.3312e-02,0.0297719
4.3344e-02,0.02975
4.3376e-02,0.0296937
4.3408e-02,0.0305812
4.3440e-02,0.0305969
4.3472e-02,0.0298562
4.3504e-02,0.0298375
4.3536e-02,0.0296719
4.3568e-02,0.0297969
4.3600e-02,0.0299562
4.3632e-02,0.0304906
4.3664e-02,0.0296187
4.3696e-02,0.029325
4.3728e-02,0.0286781
4.3760e-02,0.0284406
4.3792e-02,0.0287062
4.3824e-02,0.0279875
4.3856e-02,0.0286937
4.3888e-02,0.02915
4.3920e-02,0.0301656
4.3952e-02,0.0301375
4.3984e-02,0.0308656
4.4016e-02,0.0305375
4.4048e-02,0.0304781
4.4080e-02,0.0296781
4.4112e-02,0.0292437
4.4144e-02,0.0292906
4.4176e-02,0.030425
4.4208e-02,0.0312406
4.4240e-02,0.031125
4.4272e-02,0.0312687
4.4304e-02,0.0321844
4.4336e-02,0.0321219
4.4368e-02,0.0310437
4.4400e-02,0.0307156
4.4432e-02,0.0307094
4.4464e-02,0.0311937
4.4496e-02,0.0312281
4.4528e-02,0.0314219
4.4560e-02,0.0323625
4.4592e-02,0.0326969
4.4624e-02,0.0327406
4.4656e-02,0.0330312
4.4688e-02,0.0331687
4.4720e-02,0.0329375
4.4752e-02,0.0347781
4.4784e-02,0.0359562
4.4816e-02,0.0363406
4.4848e-02,0.0358906
4.4880e-02,0.0355469
4.4912e-02,0.0362781
4.4944e-02,0.035225
4.4976e-02,0.0362594
4.5008e-02,0.0380031
4.5040e-02,0.0384
4.5072e-02,0.0390187
4.5104e-02,0.0396906
4.5136e-02,0.0402094
4.5168e-02,0.0399437
4.5200e-02,0.0399687
4.5232e-02,0.0403906
4.5264e-02,0.0415281
4.5296e-02,0.0418531
4.5328e-02,0.042775
4.5360e-02,0.0443281
4.5392e-02,0.0465656
4.5424e-02,0.0467781
4.5456e-02,0.04735
4.5488e-02,0.0487125
4.5520e-02,0.050625
4.5552e-02,0.05235
4.5584e-02,0.0537531
4.5616e-02,0.0550625
4.5648e-02,0.0565187
4.5680e-02,0.0580312
4.5712e-02,0.0601312
4.5744e-02,0.0604875
4.5776e-02,0.0612375
4.5808e-02,0.0604781
4.5840e-02,0.0617625
4.5872e-02,0.063575
4.5904e-02,0.0650562
4.5936e-02,0.0625875
4.5968e-02,0.0629531
4.6000e-02,0.0642281
4.6032e-02,0.0660875
4.6064e-02,0.0675281
4.6096e-02,0.0672062
4.6128e-02,0.0663937
4.6160e-02,0.0655812
4.6192e-02,0.0648844
4.6224e-02,0.0644062
4.6256e-02,0.0643531
4.6288e-02,0.0641969
4.6320e-02,0.0656812
4.6352e-02,0.0651594
4.6384e-02,0.062975
4.6416e-02,0.0609844
4.6448e-02,0.0593062
4.6480e-02,0.0581844
4.6512e-02,0.057475
4.6544e-02,0.0557969
4.6576e-02,0.0550031
4.6608e-02,0.0532656
4.6640e-02,0.0525437
4.6672e-02,0.0512937
4.6704e-02,0.0506
4.6736e-02,0.0479406
4.6768e-02,0.0459406
4.6800e-02,0.0458
4.6832e-02,0.0455719
4.6864e-02,0.0438156
4.6896e-02,0.04315
4.6928e-02,0.0421156
4.6960e-02,0.0419
4.6992e-02,0.0403594
4.7024e-02,0.03965
4.7056e-02,0.0397812
4.7088e-02,0.0398
4.7120e-02,0.0382875
4.7152e-02,0.0372531
4.7184e-02,0.0370437
4.7216e-02,0.0361344
4.7248e-02,0.0367187
4.7280e-02,0.03725
4.7312e-02,0.0378906
4.7344e-02,0.0384
4.7376e-02,0.0390312
4.7408e-02,0.0382219
4.7440e-02,0.0374031
4.7472e-02,0.0365781
4.7504e-02,0.0353969
4.7536e-02,0.0349312
4.7568e-02,0.034675
4.7600e-02,0.0345344
4.7632e-02,0.0341031
4.7664e-02,0.0338469
4.7696e-02,0.0332937
4.7728e-02,0.0339719
4.7760e-02,0.0342125
4.7792e-02,0.034775
4.7824e-02,0.0352281
4.7856e-02,0.0348937
4.7888e-02,0.0344281
4.7920e-02,0.0334437
4.7952e-02,0.0330344
4.7984e-02,0.032725
4.8016e-02,0.0331406
4.8048e-02,0.0331969
4.8080e-02,0.0327656
4.8112e-02,0.0332187
4.8144e-02,0.0327375
4.8176e-02,0.033
4.8208e-02,0.033675
4.8240e-02,0.03385
4.8272e-02,0.0337469
4.8304e-02,0.0336437
4.8336e-02,0.0334875
4.8368e-02,0.0338969
4.8400e-02,0.0348219
4.8432e-02,0.0354312
4.8464e-02,0.0374219
4.8496e-02,0.038175
4.8528e-02,0.0369
4.8560e-02,0.0365281
4.8592e-02,0.0384531
4.8624e-02,0.0404937
4.8656e-02,0.0415844
4.8688e-02,0.0435875
4.8720e-02,0.0453906
4.8752e-02,0.0467656
4.8784e-02,0.0472812
4.8816e-02,0.049
4.8848e-02,0.0518937
4.8880e-02,0.0540406
4.8912e-02,0.0535469
4.8944e-02,0.0524937
4.8976e-02,0.0540719
4.9008e-02,0.0560875
4.9040e-02,0.05805
4.9072e-02,0.0595625
4.9104e-02,0.0602812
4.9136e-02,0.0611687
4.9168e-02,0.0611344
4.9200e-02,0.061225
4.9232e-02,0.0611
4.9264e-02,0.0621625
4.9296e-02,0.0641812
4.9328e-02,0.0651125
4.9360e-02,0.0651031
4.9392e-02,0.0648937
4.9424e-02,0.0649312
4.9456e-02,0.0638562
4.9488e-02,0.0610219
4.9520e-02,0.0589312
4.9552e-02,0.0581625
4.9584e-02,0.0579625
4.9616e-02,0.0569031
4.9648e-02,0.0553156
4.9680e-02,0.0538094
4.9712e-02,0.0519594
4.9744e-02,0.0506812
4.9776e-02,0.0492937
4.9808e-02,0.0494719
4.9840e-02,0.0471062
4.9872e-02,0.0440125
4.9904e-02,0.0432844
4.9936e-02,0.0417531
4.9968e-02,0.0408125
5.0000e-02,0.0384906
5.0032e-02,0.0364375
5.0064e-02,0.0358
5.0096e-02,0.0353094
5.0128e-02,0.0345437
5.0160e-02,0.0347656
5.0192e-02,0.0343562
5.0224e-02,0.0336531
5.0256e-02,0.0328844
5.0288e-02,0.0330812
5.0320e-02,0.032925
5.0352e-02,0.0328906
5.0384e-02,0.0320062
5.0416e-02,0.0310187
5.0448e-02,0.0305156
5.0480e-02,0.0300969
5.0512e-02,0.0301156
5.0544e-02,0.0313562
5.0576e-02,0.0321594
5.0608e-02,0.0317625
5.0640e-02,0.0308594
5.0672e-02,0.0318781
5.0704e-02,0.0325531
5.0736e-02,0.0328562
5.0768e-02,0.0322812
5.0800e-02,0.0318406
5.0832e-02,0.0312219
5.0864e-02,0.0303062
5.0896e-02,0.0304187
5.0928e-02,0.0311781
5.0960e-02,0.0311625
5.0992e-02,0.0311656
5.1024e-02,0.0298344
5.1056e-02,0.0296969
5.1088e-02,0.0296719
5.1120e-02,0.0305625
5.1152e-02,0.0314312
5.1184e-02,0.0320594
5.1216e-02,0.0326719
5.1248e-02,0.0319094
5.1280e-02,0.0313594
5.1312e-02,0.031
5.1344e-02,0.0310375
5.1376e-02,0.0316875
5.1408e-02,0.0323125
5.1440e-02,0.0317844
5.1472e-02,0.0306906
5.1504e-02,0.0301406
5.1536e-02,0.0303781
5.1568e-02,0.0315
5.1600e-02,0.0325125
5.1632e-02,0.0329187
5.1664e-02,0.0326219
5.1696e-02,0.0324437
5.1728e-02,0.0325469
5.1760e-02,0.0317281
5.1792e-02,0.0315937
5.1824e-02,0.0316187
5.1856e-02,0.0319344
5.1888e-02,0.0317656
5.1920e-02,0.0319719
5.1952e-02,0.0318937
5.1984e-02,0.0321406
5.2016e-02,0.0326469
5.2048e-02,0.0330656
5.2080e-02,0.0331687
5.2112e-02,0.0325
5.2144e-02,0.0327219
5.2176e-02,0.0333594
5.2208e-02,0.0329969
5.2240e-02,0.0321844
5.2272e-02,0.0319656
5.2304e-02,0.0324469
5.2336e-02,0.0320187
5.2368e-02,0.03145
5.2400e-02,0.0315844
5.2432e-02,0.0314156
5.2464e-02,0.0311656
5.2496e-02,0.0309281
5.2528e-02,0.0297875
5.2560e-02,0.0298312
5.2592e-02,0.0311687
5.2624e-02,0.0313
5.2656e-02,0.0311937
5.2688e-02,0.0317469
5.2720e-02,0.0313625
5.2752e-02,0.0311875
5.2784e-02,0.0307375
5.2816e-02,0.0304844
5.2848e-02,0.0301719
5.2880e-02,0.0294969
5.2912e-02,0.0301031
5.2944e-02,0.0308156
5.2976e-02,0.0300656
5.3008e-02,0.0300156
5.3040e-02,0.0303562
5.3072e-02,0.0302
5.3104e-02,0.0302625
5.3136e-02,0.0305906
5.3168e-02,0.0313406
5.3200e-02,0.0324812
5.3232e-02,0.0323469
5.3264e-02,0.0326656
5.3296e-02,0.0327
5.3328e-02,0.0317125
5.3360e-02,0.0310062
5.3392e-02,0.0318562
5.3424e-02,0.0320062
5.3456e-02,0.0311375
5.3488e-02,0.0308437
5.3520e-02,0.0308719
5.3552e-02,0.0326969
5.3584e-02,0.0326094
5.3616e-02,0.0323312
5.3648e-02,0.0328562
5.3680e-02,0.0317625
5.3712e-02,0.0308937
5.3744e-02,0.0313531
5.3776e-02,0.0318937
5.3808e-02,0.0327312
5.3840e-02,0.0330437
5.3872e-02,0.0323344
5.3904e-02,0.0321437
5.3936e-02,0.0322344
5.3968e-02,0.0325969
5.4000e-02,0.03295
5.4032e-02,0.0333969
5.4064e-02,0.034475
5.4096e-02,0.0345781
5.4128e-02,0.0353719
5.4160e-02,0.0356812
5.4192e-02,0.0355344
5.4224e-02,0.0355125
5.4256e-02,0.0369594
5.4288e-02,0.0373219
5.4320e-02,0.0388125
5.4352e-02,0.0403906
5.4384e-02,0.0398
5.4416e-02,0.0398437
5.4448e-02,0.0422
5.4480e-02,0.0437156
5.4512e-02,0.0449719
5.4544e-02,0.0466656
5.4576e-02,0.0483719
5.4608e-02,0.0495094
5.4640e-02,0.0497937
5.4672e-02,0.0498125
5.4704e-02,0.0509375
5.4736e-02,0.0520625
5.4768e-02,0.0547594
5.4800e-02,0.0547375
5.4832e-02,0.0559844
5.4864e-02,0.057725
5.4896e-02,0.0605312
5.4928e-02,0.0622875
5.4960e-02,0.0639687
5.4992e-02,0.0639781
5.5024e-02,0.0631625
5.5056e-02,0.0626844
5.5088e-02,0.0620281
5.5120e-02,0.0615344
5.5152e-02,0.059875
5.5184e-02,0.0589469
5.5216e-02,0.0574281
5.5248e-02,0.0581625
5.5280e-02,0.0565812
5.5312e-02,0.055025
5.5344e-02,0.0530375
5.5376e-02,0.0535844
5.5408e-02,0.0526687
5.5440e-02,0.0519469
5.5472e-02,0.0499187
5.5504e-02,0.0484219
5.5536e-02,0.0473937
5.5568e-02,0.0473375
5.5600e-02,0.045825
5.5632e-02,0.0450062
5.5664e-02,0.0431875
5.5696e-02,0.0407156
5.5728e-02,0.0397062
5.5760e-02,0.0392812
5.5792e-02,0.0385281
5.5824e-02,0.0371281
5.5856e-02,0.0360469
5.5888e-02,0.0355437
5.5920e-02,0.0353094
5.5952e-02,0.0343844
5.5984e-02,0.0342125
5.6016e-02,0.0342312
5.6048e-02,0.0331094
5.6080e-02,0.0319187
5.6112e-02,0.0307531
5.6144e-02,0.0311156
5.6176e-02,0.0306156
5.6208e-02,0.0312156
5.6240e-02,0.0312062
5.6272e-02,0.0309969
5.6304e-02,0.0311812
5.6336e-02,0.0311687
5.6368e-02,0.0311844
5.6400e-02,0.0314031
5.6432e-02,0.031225
5.6464e-02,0.0301562
5.6496e-02,0.0302844
5.6528e-02,0.0301469
5.6560e-02,0.0296469
5.6592e-02,0.0296687
5.6624e-02,0.0306344
5.6656e-02,0.0302344
5.6688e-02,0.0297156
5.6720e-02,0.0299562
5.6752e-02,0.0296125
5.6784e-02,0.0299187
5.6816e-02,0.0293344
5.6848e-02,0.0296
5.6880e-02,0.0305344
5.6912e-02,0.0299844
5.6944e-02,0.0299844
5.6976e-02,0.0302
5.7008e-02,0.0302969
5.7040e-02,0.0303844
5.7072e-02,0.0312594
5.7104e-02,0.0316094
5.7136e-02,0.0313625
5.7168e-02,0.0313344
5.7200e-02,0.0312625
5.7232e-02,0.0305531
5.7264e-02,0.0308875
5.7296e-02,0.031425
5.7328e-02,0.0314594
5.7360e-02,0.0310625
5.7392e-02,0.031275
5.7424e-02,0.0319
5.7456e-02,0.0323469
5.7488e-02,0.0320156
5.7520e-02,0.0313656
5.7552e-02,0.03115
5.7584e-02,0.0313031
5.7616e-02,0.0314562
5.7648e-02,0.0312469
5.7680e-02,0.0313219
5.7712e-02,0.0309062
5.7744e-02,0.0324969
5.7776e-02,0.0330344
5.7808e-02,0.0332156
5.7840e-02,0.0324312
5.7872e-02,0.0325156
5.7904e-02,0.03415
5.7936e-02,0.0343625
5.7968e-02,0.0341062
5.8000e-02,0.0330687
5.8032e-02,0.0327156
5.8064e-02,0.0326062
5.8096e-02,0.0329437
5.8128e-02,0.0316531
5.8160e-02,0.0308719
5.8192e-02,0.0316219
5.8224e-02,0.0318375
5.8256e-02,0.0313437
5.8288e-02,0.0315719
5.8320e-02,0.0315
5.8352e-02,0.0313594
5.8384e-02,0.0316
5.8416e-02,0.0318906
5.8448e-02,0.0315531
5.8480e-02,0.0310344
5.8512e-02,0.0320594
5.8544e-02,0.0327031
5.8576e-02,0.0329531
5.8608e-02,0.03375
5.8640e-02,0.0346781
5.8672e-02,0.03415
5.8704e-02,0.0342687
5.8736e-02,0.033975
5.8768e-02,0.0348656
5.8800e-02,0.0355062
5.8832e-02,0.0351562
5.8864e-02,0.0349156
5.8896e-02,0.0342094
5.8928e-02,0.0339812
5.8960e-02,0.0336875
5.8992e-02,0.0330125
5.9024e-02,0.0353437
5.9056e-02,0.0350906
5.9088e-02,0.0350562
5.9120e-02,0.0343437
5.9152e-02,0.0347719
5.9184e-02,0.035575
5.9216e-02,0.0367844
5.9248e-02,0.03795
5.9280e-02,0.0404531
5.9312e-02,0.0399344
5.9344e-02,0.0404437
5.9376e-02,0.0407156
5.9408e-02,0.0423125
5.9440e-02,0.0424312
5.9472e-02,0.041825
5.9504e-02,0.0413219
5.9536e-02,0.0422
5.9568e-02,0.0434437
5.9600e-02,0.0447312
5.9632e-02,0.0467906
5.9664e-02,0.0495656
5.9696e-02,0.0510531
5.9728e-02,0.0519719
5.9760e-02,0.0548094
5.9792e-02,0.055425
5.9824e-02,0.0561375
5.9856e-02,0.0576094
5.9888e-02,0.0583312
5.9920e-02,0.0582187
5.9952e-02,0.059075
5.9984e-02,0.0590531
6.0016e-02,0.059775
6.0048e-02,0.0609937
6.0080e-02,0.0625969
6.0112e-02,0.0624656
6.0144e-02,0.0627375
6.0176e-02,0.0629469
6.0208e-02,0.0627312
6.0240e-02,0.0627375
6.0272e-02,0.0634531
6.0304e-02,0.063975
6.0336e-02,0.0649875
6.0368e-02,0.0666625
6.0400e-02,0.06575
6.0432e-02,0.0654656
6.0464e-02,0.0627906
6.0496e-02,0.0627062
6.0528e-02,0.0613156
6.0560e-02,0.0607594
6.0592e-02,0.0609437
6.0624e-02,0.0590094
6.0656e-02,0.0586219
6.0688e-02,0.0567687
6.0720e-02,0.0551219
6.0752e-02,0.0527125
6.0784e-02,0.0505562
6.0816e-02,0.0485469
6.0848e-02,0.0464406
6.0880e-02,0.0452531
6.0912e-02,0.0427812
6.0944e-02,0.0420594
6.0976e-02,0.0419875
6.1008e-02,0.0406625
6.1040e-02,0.039075
6.1072e-02,0.0375906
6.1104e-02,0.0369531
6.1136e-02,0.0359625
6.1168e-02,0.0357625
6.1200e-02,0.0357187
6.1232e-02,0.0352281
6.1264e-02,0.0346062
6.1296e-02,0.0339844
6.1328e-02,0.0350656
6.1360e-02,0.0345187
6.1392e-02,0.0343937
6.1424e-02,0.03325
6.1456e-02,0.0326594
6.1488e-02,0.0330594
6.1520e-02,0.0332875
6.1552e-02,0.0328
6.1584e-02,0.0317062
6.1616e-02,0.0309094
6.1648e-02,0.0306937
6.1680e-02,0.0305437
6.1712e-02,0.0301687
6.1744e-02,0.0295875
6.1776e-02,0.0296094
6.1808e-02,0.0295094
6.1840e-02,0.0290031
6.1872e-02,0.0297187
6.1904e-02,0.0305187
6.1936e-02,0.0311219
6.1968e-02,0.0311031
6.2000e-02,0.0312344
6.2032e-02,0.0304562
6.2064e-02,0.0302437
6.2096e-02,0.0305312
6.2128e-02,0.0295531
6.2160e-02,0.0288969
6.2192e-02,0.0295969
6.2224e-02,0.0294031
6.2256e-02,0.0293625
6.2288e-02,0.0293187
6.2320e-02,0.0285656
6.2352e-02,0.0290187
6.2384e-02,0.0298875
6.2416e-02,0.0298531
6.2448e-02,0.0298125
6.2480e-02,0.0298437
6.2512e-02,0.0292875
6.2544e-02,0.0292781
6.2576e-02,0.0287375
6.2608e-02,0.0283
6.2640e-02,0.0291969
6.2672e-02,0.0297344
6.2704e-02,0.0302094
6.2736e-02,0.0305812
6.2768e-02,0.0303125
6.2800e-02,0.0292125
6.2832e-02,0.0289844
6.2864e-02,0.0288062
6.2896e-02,0.0289312
6.2928e-02,0.0285031
6.2960e-02,0.0289094
6.2992e-02,0.0286469
6.3024e-02,0.0287656
6.3056e-02,0.0286531
6.3088e-02,0.0282
6.3120e-02,0.0286406
6.3152e-02,0.0297437
6.3184e-02,0.0297437
6.3216e-02,0.0297031
6.3248e-02,0.0291344
6.3280e-02,0.028875
6.3312e-02,0.0292031
6.3344e-02,0.0290094
6.3376e-02,0.02975
6.3408e-02,0.0302687
6.3440e-02,0.0297531
6.3472e-02,0.0293812
6.3504e-02,0.0307
6.3536e-02,0.0318812
6.3568e-02,0.0318812
6.3600e-02,0.0316375
6.3632e-02,0.0319906
6.3664e-02,0.0316187
6.3696e-02,0.0306969
6.3728e-02,0.0294031
6.3760e-02,0.0291031
6.3792e-02,0.0296344
6.3824e-02,0.0297344
6.3856e-02,0.0307812
6.3888e-02,0.0318531
6.3920e-02,0.0315219
6.3952e-02,0.0306062
6.3984e-02,0.0298094
6.4016e-02,0.0300187
6.4048e-02,0.0298437
6.4080e-02,0.0297844
6.4112e-02,0.0296437
6.4144e-02,0.029975
6.4176e-02,0.0292312
6.4208e-02,0.0289531
6.4240e-02,0.0287875
6.4272e-02,0.0287875
6.4304e-02,0.0290781
6.4336e-02,0.0286375
6.4368e-02,0.0281312
6.4400e-02,0.0286906
6.4432e-02,0.0293219
6.4464e-02,0.0298281
6.4496e-02,0.0297875
6.4528e-02,0.0300812
6.4560e-02,0.0301125
6.4592e-02,0.0299719
6.4624e-02,0.0299437
6.4656e-02,0.0305125
6.4688e-02,0.0316031
6.4720e-02,0.0328
6.4752e-02,0.0341125
6.4784e-02,0.034025
6.4816e-02,0.0340687
6.4848e-02,0.0326687
6.4880e-02,0.0324031
6.4912e-02,0.0339
6.4944e-02,0.0344937
6.4976e-02,0.0341469
6.5008e-02,0.034675
6.5040e-02,0.0352906
6.5072e-02,0.0355906
6.5104e-02,0.0359625
6.5136e-02,0.0360062
6.5168e-02,0.0369656
6.5200e-02,0.0383281
6.5232e-02,0.0397094
6.5264e-02,0.0400219
6.5296e-02,0.0414656
6.5328e-02,0.0428437
6.5360e-02,0.0438781
6.5392e-02,0.0455594
6.5424e-02,0.0459406
6.5456e-02,0.0458969
6.5488e-02,0.0463219
6.5520e-02,0.0468375
6.5552e-02,0.04815
6.5584e-02,0.0506312
6.5616e-02,0.0532406
6.5648e-02,0.0529
6.5680e-02,0.053275
6.5712e-02,0.0544125
6.5744e-02,0.0559062
6.5776e-02,0.0577625
6.5808e-02,0.0592656
6.5840e-02,0.0599094
6.5872e-02,0.0600656
6.5904e-02,0.0619687
6.5936e-02,0.0618375
6.5968e-02,0.0633344
6.6000e-02,0.0655937
6.6032e-02,0.0651531
6.6064e-02,0.0646469
6.6096e-02,0.0633656
6.6128e-02,0.0630344
6.6160e-02,0.0632094
6.6192e-02,0.0637875
6.6224e-02,0.0637531
6.6256e-02,0.0641469
6.6288e-02,0.0648281
6.6320e-02,0.0639125
6.6352e-02,0.063375
6.6384e-02,0.0622312
6.6416e-02,0.0610969
6.6448e-02,0.0588562
6.6480e-02,0.0584219
6.6512e-02,0.0574594
6.6544e-02,0.0580937
6.6576e-02,0.0570187
6.6608e-02,0.0543875
6.6640e-02,0.0525781
6.6672e-02,0.0507219
6.6704e-02,0.0494406
6.6736e-02,0.0472094
6.6768e-02,0.0457125
6.6800e-02,0.0455656
6.6832e-02,0.0453031
6.6864e-02,0.04515
6.6896e-02,0.0443625
6.6928e-02,0.0437781
6.6960e-02,0.0423031
6.6992e-02,0.0409187
6.7024e-02,0.0397031
6.7056e-02,0.0379344
6.7088e-02,0.0376406
6.7120e-02,0.0373125
6.7152e-02,0.0363781
6.7184e-02,0.0361156
6.7216e-02,0.03615
6.7248e-02,0.0354437
6.7280e-02,0.0350937
6.7312e-02,0.0352031
6.7344e-02,0.0347219
6.7376e-02,0.0354062
6.7408e-02,0.0350937
6.7440e-02,0.0363969
6.7472e-02,0.0367719
6.7504e-02,0.0369687
6.7536e-02,0.0366219
6.7568e-02,0.0359031
6.7600e-02,0.0352875
6.7632e-02,0.0356125
6.7664e-02,0.0365437
6.7696e-02,0.0366562
6.7728e-02,0.0363437
6.7760e-02,0.0355875
6.7792e-02,0.0346437
6.7824e-02,0.0340375
6.7856e-02,0.0340625
6.7888e-02,0.033375
6.7920e-02,0.03245
6.7952e-02,0.032325
6.7984e-02,0.0331375
6.8016e-02,0.0331812
6.8048e-02,0.0339406
6.8080e-02,0.034025
6.8112e-02,0.0347219
6.8144e-02,0.0356531
6.8176e-02,0.0359937
6.8208e-02,0.0355344
6.8240e-02,0.0350219
6.8272e-02,0.0342
6.8304e-02,0.0343937
6.8336e-02,0.0348312
6.8368e-02,0.035125
6.8400e-02,0.0351
6.8432e-02,0.0366812
6.8464e-02,0.0380719
6.8496e-02,0.0383187
6.8528e-02,0.040175
6.8560e-02,0.0411219
6.8592e-02,0.0421687
6.8624e-02,0.0440406
6.8656e-02,0.0445562
6.8688e-02,0.04745
6.8720e-02,0.0488656
6.8752e-02,0.0514094
6.8784e-02,0.0543187
6.8816e-02,0.0545219
6.8848e-02,0.0542312
6.8880e-02,0.0545844
6.8912e-02,0.0550812
6.8944e-02,0.055525
6.8976e-02,0.0562687
6.9008e-02,0.0573281
6.9040e-02,0.0585781
6.9072e-02,0.0605656
6.9104e-02,0.0623312
6.9136e-02,0.0626469
6.9168e-02,0.0626781
6.9200e-02,0.0620812
6.9232e-02,0.0626125
6.9264e-02,0.0614094
6.9296e-02,0.0584844
6.9328e-02,0.0573969
6.9360e-02,0.0570937
6.9392e-02,0.0576625
6.9424e-02,0.0566437
6.9456e-02,0.056375
6.9488e-02,0.0549562
6.9520e-02,0.0537687
6.9552e-02,0.0522187
6.9584e-02,0.0503719
6.9616e-02,0.04995
6.9648e-02,0.0475531
6.9680e-02,0.0440562
6.9712e-02,0.0420562
6.9744e-02,0.0400719
6.9776e-02,0.0390969
6.9808e-02,0.0383156
6.9840e-02,0.0376812
6.9872e-02,0.0371906
6.9904e-02,0.0364375
6.9936e-02,0.0359125
6.9968e-02,0.0340812
7.0000e-02,0.0337469
7.0032e-02,0.03305
7.0064e-02,0.032325
7.0096e-02,0.0325937
7.0128e-02,0.0328937
7.0160e-02,0.0327687
7.0192e-02,0.0319281
7.0224e-02,0.0324094
7.0256e-02,0.0327687
7.0288e-02,0.0330156
7.0320e-02,0.032275
7.0352e-02,0.0319
7.0384e-02,0.030675
7.0416e-02,0.0297656
7.0448e-02,0.0296469
7.0480e-02,0.0298469
7.0512e-02,0.0293969
7.0544e-02,0.0298719
7.0576e-02,0.0295562
7.0608e-02,0.0302125
7.0640e-02,0.0305
7.0672e-02,0.0309625
7.0704e-02,0.0305406
7.0736e-02,0.0312875
7.0768e-02,0.0312281
7.0800e-02,0.0320031
7.0832e-02,0.0316437
7.0864e-02,0.0324719
7.0896e-02,0.0326875
7.0928e-02,0.0326406
7.0960e-02,0.0322844
7.0992e-02,0.0320625
7.1024e-02,0.0330187
7.1056e-02,0.0335687
7.1088e-02,0.0338906
7.1120e-02,0.0341031
7.1152e-02,0.0331781
7.1184e-02,0.0325
7.1216e-02,0.0333062
7.1248e-02,0.0333937
7.1280e-02,0.0337781
7.1312e-02,0.0354969
7.1344e-02,0.0357937
7.1376e-02,0.034875
7.1408e-02,0.0347031
7.1440e-02,0.03415
7.1472e-02,0.0331469
7.1504e-02,0.0317094
7.1536e-02,0.0307219
7.1568e-02,0.0312844
7.1600e-02,0.0321
7.1632e-02,0.03135
7.1664e-02,0.0320875
7.1696e-02,0.0324812
7.1728e-02,0.0327625
7.1760e-02,0.0337406
7.1792e-02,0.0335406
7.1824e-02,0.0331625
7.1856e-02,0.0329094
7.1888e-02,0.0316719
7.1920e-02,0.0315469
7.1952e-02,0.0315344
7.1984e-02,0.0314875
7.2016e-02,0.0304531
7.2048e-02,0.0300312
7.2080e-02,0.0297812
7.2112e-02,0.0304375
7.2144e-02,0.0309469
7.2176e-02,0.0308219
7.2208e-02,0.0310375
7.2240e-02,0.0305312
7.2272e-02,0.0305281
7.2304e-02,0.0312062
7.2336e-02,0.0313031
7.2368e-02,0.031525
7.2400e-02,0.0316062
7.2432e-02,0.031075
7.2464e-02,0.0302094
7.2496e-02,0.0298187
7.2528e-02,0.0297031
7.2560e-02,0.0294969
7.2592e-02,0.0300406
7.2624e-02,0.0310187
7.2656e-02,0.0309531
7.2688e-02,0.0307687
7.2720e-02,0.0301219
7.2752e-02,0.0296437
7.2784e-02,0.0289187
7.2816e-02,0.0294656
7.2848e-02,0.0309906
7.2880e-02,0.0304406
7.2912e-02,0.0306187
7.2944e-02,0.032425
7.2976e-02,0.0334531
7.3008e-02,0.0332812
7.3040e-02,0.0326031
7.3072e-02,0.0322687
7.3104e-02,0.0321125
7.3136e-02,0.0316844
7.3168e-02,0.0314781
7.3200e-02,0.0319187
7.3232e-02,0.0321719
7.3264e-02,0.0319
7.3296e-02,0.0322781
7.3328e-02,0.0322031
7.3360e-02,0.0320687
7.3392e-02,0.0321219
7.3424e-02,0.0334844
7.3456e-02,0.0339906
7.3488e-02,0.0343469
7.3520e-02,0.0336531
7.3552e-02,0.0326469
7.3584e-02,0.0328031
7.3616e-02,0.0341719
7.3648e-02,0.0344625
7.3680e-02,0.034475
7.3712e-02,0.0358
7.3744e-02,0.0366625
7.3776e-02,0.0382406
7.3808e-02,0.0398156
7.3840e-02,0.0407719
7.3872e-02,0.0404437
7.3904e-02,0.0417812
7.3936e-02,0.0440812
7.3968e-02,0.0453812
7.4000e-02,0.0462219
7.4032e-02,0.0480906
7.4064e-02,0.048475
7.4096e-02,0.0505469
7.4128e-02,0.0525969
7.4160e-02,0.0536969
7.4192e-02,0.0544594
7.4224e-02,0.0550125
7.4256e-02,0.0549437
7.4288e-02,0.05435
7.4320e-02,0.0545781
7.4352e-02,0.0564719
7.4384e-02,0.0577062
7.4416e-02,0.0565687
7.4448e-02,0.0560375
7.4480e-02,0.05745
7.4512e-02,0.059275
7.4544e-02,0.058675
