Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
7.4576e-02,0.0585125
7.4608e-02,0.0576844
7.4640e-02,0.0572687
7.4672e-02,0.05825
7.4704e-02,0.0583625
7.4736e-02,0.0590969
7.4768e-02,0.0586187
7.4800e-02,0.0569469
7.4832e-02,0.0532937
7.4864e-02,0.05065
7.4896e-02,0.0496094
7.4928e-02,0.0485094
7.4960e-02,0.0476969
7.4992e-02,0.0469031
7.5024e-02,0.0446969
7.5056e-02,0.0425344
7.5088e-02,0.0413094
7.5120e-02,0.0390937
7.5152e-02,0.0382937
7.5184e-02,0.0369781
7.5216e-02,0.0368281
7.5248e-02,0.0364812
7.5280e-02,0.0361344
7.5312e-02,0.0356812
7.5344e-02,0.0344187
7.5376e-02,0.034425
7.5408e-02,0.0341187
7.5440e-02,0.0347375
7.5472e-02,0.0349594
7.5504e-02,0.0345469
7.5536e-02,0.0335969
7.5568e-02,0.0334875
7.5600e-02,0.0323281
7.5632e-02,0.0314375
7.5664e-02,0.0317031
7.5696e-02,0.0316562
7.5728e-02,0.0317844
7.5760e-02,0.0310781
7.5792e-02,0.0307156
7.5824e-02,0.0300937
7.5856e-02,0.030125
7.5888e-02,0.0302156
7.5920e-02,0.0305125
7.5952e-02,0.0300156
7.5984e-02,0.029925
7.6016e-02,0.02915
7.6048e-02,0.0295062
7.6080e-02,0.0299594
7.6112e-02,0.0303219
7.6144e-02,0.0306687
7.6176e-02,0.0311844
7.6208e-02,0.0316031
7.6240e-02,0.0308969
7.6272e-02,0.0305562
7.6304e-02,0.0306531
7.6336e-02,0.030625
7.6368e-02,0.0310437
7.6400e-02,0.0306969
7.6432e-02,0.0302781
7.6464e-02,0.0294969
7.6496e-02,0.0296469
7.6528e-02,0.0304844
7.6560e-02,0.0300781
7.6592e-02,0.03025
7.6624e-02,0.0311531
7.6656e-02,0.0321312
7.6688e-02,0.03215
7.6720e-02,0.0312187
7.6752e-02,0.0307281
7.6784e-02,0.0314281
7.6816e-02,0.0322625
7.6848e-02,0.0327594
7.6880e-02,0.0328281
7.6912e-02,0.03255
7.6944e-02,0.0318906
7.6976e-02,0.030825
7.7008e-02,0.0302062
7.7040e-02,0.0310594
7.7072e-02,0.0322156
7.7104e-02,0.033275
7.7136e-02,0.0324719
7.7168e-02,0.0326312
7.7200e-02,0.0326062
7.7232e-02,0.0328281
7.7264e-02,0.0334062
7.7296e-02,0.0316344
7.7328e-02,0.0315469
7.7360e-02,0.0318469
7.7392e-02,0.0327031
7.7424e-02,0.0332906
7.7456e-02,0.0329187
7.7488e-02,0.0333094
7.7520e-02,0.0342219
7.7552e-02,0.0338625
7.7584e-02,0.0333812
7.7616e-02,0.0328031
7.7648e-02,0.0324125
7.7680e-02,0.0321062
7.7712e-02,0.0331844
7.7744e-02,0.0338656
7.7776e-02,0.034625
7.7808e-02,0.0348656
7.7840e-02,0.0343469
7.7872e-02,0.0342156
7.7904e-02,0.0339375
7.7936e-02,0.0344156
7.7968e-02,0.0349906
7.8000e-02,0.0346
7.8032e-02,0.0345656
7.8064e-02,0.0344031
7.8096e-02,0.035325
7.8128e-02,0.0350812
7.8160e-02,0.0349312
7.8192e-02,0.0349812
7.8224e-02,0.0359687
7.8256e-02,0.0362156
7.8288e-02,0.0375031
7.8320e-02,0.0370969
7.8352e-02,0.0371375
7.8384e-02,0.0385156
7.8416e-02,0.0391875
7.8448e-02,0.0396312
7.8480e-02,0.0401094
7.8512e-02,0.0408906
7.8544e-02,0.0421781
7.8576e-02,0.0436562
7.8608e-02,0.0440812
7.8640e-02,0.0435687
7.8672e-02,0.0441187
7.8704e-02,0.0453437
7.8736e-02,0.047175
7.8768e-02,0.0493312
7.8800e-02,0.0508469
7.8832e-02,0.0513062
7.8864e-02,0.0529812
7.8896e-02,0.0549062
7.8928e-02,0.0566687
7.8960e-02,0.0576594
7.8992e-02,0.0601406
7.9024e-02,0.06145
7.9056e-02,0.0617781
7.9088e-02,0.0626687
7.9120e-02,0.0629312
7.9152e-02,0.0642937
7.9184e-02,0.0636906
7.9216e-02,0.0639594
7.9248e-02,0.0653219
7.9280e-02,0.0649094
7.9312e-02,0.0642844
7.9344e-02,0.0650656
7.9376e-02,0.0636875
7.9408e-02,0.0621844
7.9440e-02,0.0611156
7.9472e-02,0.0609094
7.9504e-02,0.0605406
7.9536e-02,0.0599187
7.9568e-02,0.0597
7.9600e-02,0.0571969
7.9632e-02,0.055675
7.9664e-02,0.0549437
7.9696e-02,0.0526437
7.9728e-02,0.0512969
7.9760e-02,0.051075
7.9792e-02,0.0509344
7.9824e-02,0.0501594
7.9856e-02,0.0495687
7.9888e-02,0.0480406
7.9920e-02,0.0457969
7.9952e-02,0.0432656
7.9984e-02,0.0416187
8.0016e-02,0.0386687
8.0048e-02,0.0364531
8.0080e-02,0.0357281
8.0112e-02,0.0366219
8.0144e-02,0.0371031
8.0176e-02,0.0374
8.0208e-02,0.0370781
8.0240e-02,0.0357094
8.0272e-02,0.0349219
8.0304e-02,0.0337937
8.0336e-02,0.032675
8.0368e-02,0.0328375
8.0400e-02,0.0328594
8.0432e-02,0.0322781
8.0464e-02,0.0324875
8.0496e-02,0.0320062
8.0528e-02,0.031475
8.0560e-02,0.0310281
8.0592e-02,0.0310031
8.0624e-02,0.0311594
8.0656e-02,0.0301969
8.0688e-02,0.0295594
8.0720e-02,0.0293531
8.0752e-02,0.0301812
8.0784e-02,0.0299781
8.0816e-02,0.0294156
8.0848e-02,0.0293937
8.0880e-02,0.0289437
8.0912e-02,0.0299375
8.0944e-02,0.0295187
8.0976e-02,0.0292844
8.1008e-02,0.029225
8.1040e-02,0.0297687
8.1072e-02,0.0287312
8.1104e-02,0.0288312
8.1136e-02,0.0291375
8.1168e-02,0.0297281
8.1200e-02,0.0296062
8.1232e-02,0.0296281
8.1264e-02,0.0300937
8.1296e-02,0.0288687
8.1328e-02,0.0301906
8.1360e-02,0.0308812
8.1392e-02,0.0306625
8.1424e-02,0.0310844
8.1456e-02,0.030475
8.1488e-02,0.0297031
8.1520e-02,0.0291281
8.1552e-02,0.0295375
8.1584e-02,0.0299875
8.1616e-02,0.0307562
8.1648e-02,0.0308656
8.1680e-02,0.0300844
8.1712e-02,0.0298656
8.1744e-02,0.0292469
8.1776e-02,0.029025
8.1808e-02,0.0291594
8.1840e-02,0.0294437
8.1872e-02,0.0294406
8.1904e-02,0.0291656
8.1936e-02,0.0295531
8.1968e-02,0.0299062
8.2000e-02,0.0304687
8.2032e-02,0.0306969
8.2064e-02,0.0299469
8.2096e-02,0.0297469
8.2128e-02,0.0296875
8.2160e-02,0.0306187
8.2192e-02,0.0297375
8.2224e-02,0.0295594
8.2256e-02,0.0295562
8.2288e-02,0.02975
8.2320e-02,0.0301875
8.2352e-02,0.0301812
8.2384e-02,0.0298719
8.2416e-02,0.0303406
8.2448e-02,0.0305594
8.2480e-02,0.0306937
8.2512e-02,0.0301656
8.2544e-02,0.0297969
8.2576e-02,0.0290906
8.2608e-02,0.0286531
8.2640e-02,0.0283812
8.2672e-02,0.0280937
8.2704e-02,0.0282719
8.2736e-02,0.0291031
8.2768e-02,0.03035
8.2800e-02,0.0302812
8.2832e-02,0.0297437
8.2864e-02,0.0308
8.2896e-02,0.0314219
8.2928e-02,0.0314219
8.2960e-02,0.0313
8.2992e-02,0.0306937
8.3024e-02,0.030175
8.3056e-02,0.0303625
8.3088e-02,0.0300625
8.3120e-02,0.0293187
8.3152e-02,0.0289719
8.3184e-02,0.0292094
8.3216e-02,0.029675
8.3248e-02,0.0306406
8.3280e-02,0.0309875
8.3312e-02,0.0314062
8.3344e-02,0.0320625
8.3376e-02,0.032075
8.3408e-02,0.0320625
8.3440e-02,0.0328219
8.3472e-02,0.0324375
8.3504e-02,0.03205
8.3536e-02,0.0309906
8.3568e-02,0.0314094
8.3600e-02,0.0313875
8.3632e-02,0.0331
8.3664e-02,0.0332781
8.3696e-02,0.032925
8.3728e-02,0.0342562
8.3760e-02,0.0351
8.3792e-02,0.0355656
8.3824e-02,0.0357125
8.3856e-02,0.03505
8.3888e-02,0.0343
8.3920e-02,0.0350469
8.3952e-02,0.0365531
8.3984e-02,0.0365969
8.4016e-02,0.0366969
8.4048e-02,0.0381187
8.4080e-02,0.0395531
8.4112e-02,0.0420375
8.4144e-02,0.0433312
8.4176e-02,0.0444656
8.4208e-02,0.0450375
8.4240e-02,0.04425
8.4272e-02,0.046025
8.4304e-02,0.0481156
8.4336e-02,0.0491187
8.4368e-02,0.0509437
8.4400e-02,0.0528625
8.4432e-02,0.0536781
8.4464e-02,0.0542969
8.4496e-02,0.055725
8.4528e-02,0.0560281
8.4560e-02,0.0573656
8.4592e-02,0.0579
8.4624e-02,0.0580406
8.4656e-02,0.0591031
8.4688e-02,0.0630094
8.4720e-02,0.0640687
8.4752e-02,0.0651281
8.4784e-02,0.0657344
8.4816e-02,0.0655375
8.4848e-02,0.0654312
8.4880e-02,0.0647875
8.4912e-02,0.0621531
8.4944e-02,0.0611375
8.4976e-02,0.0604469
8.5008e-02,0.06145
8.5040e-02,0.0604531
8.5072e-02,0.0591312
8.5104e-02,0.0594781
8.5136e-02,0.0608594
8.5168e-02,0.060025
8.5200e-02,0.0576031
8.5232e-02,0.0571656
8.5264e-02,0.0583812
8.5296e-02,0.0570625
8.5328e-02,0.0564437
8.5360e-02,0.0557562
8.5392e-02,0.0536281
8.5424e-02,0.051725
8.5456e-02,0.0503531
8.5488e-02,0.0489937
8.5520e-02,0.0481219
8.5552e-02,0.0464187
8.5584e-02,0.0449594
8.5616e-02,0.0460719
8.5648e-02,0.0455969
8.5680e-02,0.04435
8.5712e-02,0.0424
8.5744e-02,0.0424531
8.5776e-02,0.040525
8.5808e-02,0.0396125
8.5840e-02,0.0385031
8.5872e-02,0.0370437
8.5904e-02,0.0365594
8.5936e-02,0.0366281
8.5968e-02,0.0364281
8.6000e-02,0.0356125
8.6032e-02,0.0360562
8.6064e-02,0.0364344
8.6096e-02,0.0362562
8.6128e-02,0.0357875
8.6160e-02,0.0362719
8.6192e-02,0.0361656
8.6224e-02,0.0352406
8.6256e-02,0.0344375
8.6288e-02,0.0340375
8.6320e-02,0.0339625
8.6352e-02,0.0337469
8.6384e-02,0.0346344
8.6416e-02,0.0353844
8.6448e-02,0.0342156
8.6480e-02,0.0332906
8.6512e-02,0.0320812
8.6544e-02,0.0312219
8.6576e-02,0.0305687
8.6608e-02,0.0297344
8.6640e-02,0.0301469
8.6672e-02,0.0309125
8.6704e-02,0.0319125
8.6736e-02,0.0322
8.6768e-02,0.0324187
8.6800e-02,0.0318812
8.6832e-02,0.0329469
8.6864e-02,0.0339812
8.6896e-02,0.0339906
8.6928e-02,0.0345406
8.6960e-02,0.0332562
8.6992e-02,0.0329906
8.7024e-02,0.0334469
8.7056e-02,0.0347281
8.7088e-02,0.0350562
8.7120e-02,0.0359969
8.7152e-02,0.0374406
8.7184e-02,0.0398687
8.7216e-02,0.0407125
8.7248e-02,0.0413062
8.7280e-02,0.0425656
8.7312e-02,0.0441531
8.7344e-02,0.0463469
8.7376e-02,0.0474906
8.7408e-02,0.0503406
8.7440e-02,0.05165
8.7472e-02,0.0514094
8.7504e-02,0.05325
8.7536e-02,0.0549062
8.7568e-02,0.0566875
8.7600e-02,0.0578
8.7632e-02,0.0591094
8.7664e-02,0.0582094
8.7696e-02,0.0580031
8.7728e-02,0.0565219
8.7760e-02,0.0566719
8.7792e-02,0.0562531
8.7824e-02,0.0570312
8.7856e-02,0.0591969
8.7888e-02,0.0597375
8.7920e-02,0.0585719
8.7952e-02,0.0583344
8.7984e-02,0.0573437
8.8016e-02,0.0575437
8.8048e-02,0.0577437
8.8080e-02,0.0569469
8.8112e-02,0.0552875
8.8144e-02,0.0540187
8.8176e-02,0.0528031
8.8208e-02,0.0509187
8.8240e-02,0.0489219
8.8272e-02,0.0484375
8.8304e-02,0.0460906
8.8336e-02,0.0447375
8.8368e-02,0.0440812
8.8400e-02,0.0431312
8.8432e-02,0.0426719
8.8464e-02,0.0413844
8.8496e-02,0.0396531
8.8528e-02,0.0378719
8.8560e-02,0.0367562
8.8592e-02,0.0374437
8.8624e-02,0.03675
8.8656e-02,0.035625
8.8688e-02,0.033975
8.8720e-02,0.0330875
8.8752e-02,0.0343094
8.8784e-02,0.0336594
8.8816e-02,0.0328937
8.8848e-02,0.031725
8.8880e-02,0.0311875
8.8912e-02,0.0307062
8.8944e-02,0.0308906
8.8976e-02,0.0313344
8.9008e-02,0.0322906
8.9040e-02,0.0331094
8.9072e-02,0.0337625
8.9104e-02,0.0321
8.9136e-02,0.0314906
8.9168e-02,0.0313719
8.9200e-02,0.0317812
8.9232e-02,0.0315812
8.9264e-02,0.0308719
8.9296e-02,0.0308
8.9328e-02,0.0303094
8.9360e-02,0.0296781
8.9392e-02,0.0291375
8.9424e-02,0.0293187
8.9456e-02,0.0303094
8.9488e-02,0.0309406
8.9520e-02,0.0307437
8.9552e-02,0.0305312
8.9584e-02,0.031425
8.9616e-02,0.0318094
8.9648e-02,0.0317844
8.9680e-02,0.0321469
8.9712e-02,0.0321562
8.9744e-02,0.0319812
8.9776e-02,0.032225
8.9808e-02,0.0321969
8.9840e-02,0.0324406
8.9872e-02,0.0324719
8.9904e-02,0.0329844
8.9936e-02,0.0327
8.9968e-02,0.0334906
9.0000e-02,0.0330219
9.0032e-02,0.0321844
9.0064e-02,0.0333
9.0096e-02,0.0339875
9.0128e-02,0.0339156
9.0160e-02,0.0324312
9.0192e-02,0.03155
9.0224e-02,0.0310156
9.0256e-02,0.031575
9.0288e-02,0.0321906
9.0320e-02,0.032675
9.0352e-02,0.0330594
9.0384e-02,0.0326937
9.0416e-02,0.03225
9.0448e-02,0.0318875
9.0480e-02,0.0317219
9.0512e-02,0.0319031
9.0544e-02,0.0319781
9.0576e-02,0.0317062
9.0608e-02,0.0313406
9.0640e-02,0.030825
9.0672e-02,0.0312812
9.0704e-02,0.0332437
9.0736e-02,0.0338906
9.0768e-02,0.0324656
9.0800e-02,0.0321656
9.0832e-02,0.0323812
9.0864e-02,0.0326312
9.0896e-02,0.033025
9.0928e-02,0.0338062
9.0960e-02,0.0331969
9.0992e-02,0.0322437
9.1024e-02,0.0318281
9.1056e-02,0.0320469
9.1088e-02,0.0320625
9.1120e-02,0.0318187
9.1152e-02,0.0316719
9.1184e-02,0.0307656
9.1216e-02,0.0315437
9.1248e-02,0.0317937
9.1280e-02,0.0312625
9.1312e-02,0.0305375
9.1344e-02,0.0309719
9.1376e-02,0.0315875
9.1408e-02,0.0316031
9.1440e-02,0.0316875
9.1472e-02,0.0319562
9.1504e-02,0.0313094
9.1536e-02,0.0309937
9.1568e-02,0.0314062
9.1600e-02,0.0314969
9.1632e-02,0.0318594
9.1664e-02,0.0324219
9.1696e-02,0.0325281
9.1728e-02,0.0322719
9.1760e-02,0.0319094
9.1792e-02,0.0333781
9.1824e-02,0.0336375
9.1856e-02,0.0336844
9.1888e-02,0.0342437
9.1920e-02,0.0344
9.1952e-02,0.0345406
9.1984e-02,0.0341219
9.2016e-02,0.0340875
9.2048e-02,0.0343312
9.2080e-02,0.0350094
9.2112e-02,0.0353125
9.2144e-02,0.0364594
9.2176e-02,0.0373812
9.2208e-02,0.0381437
9.2240e-02,0.0391281
9.2272e-02,0.0397062
9.2304e-02,0.0413469
9.2336e-02,0.0429875
9.2368e-02,0.0436125
9.2400e-02,0.0437094
9.2432e-02,0.0447156
9.2464e-02,0.0466094
9.2496e-02,0.0477844
9.2528e-02,0.0481812
9.2560e-02,0.0478687
9.2592e-02,0.0478094
9.2624e-02,0.04845
9.2656e-02,0.0508937
9.2688e-02,0.0525625
9.2720e-02,0.0538625
9.2752e-02,0.0553156
9.2784e-02,0.0564281
9.2816e-02,0.0558469
9.2848e-02,0.0572656
9.2880e-02,0.056775
9.2912e-02,0.0551812
9.2944e-02,0.05495
9.2976e-02,0.0558594
9.3008e-02,0.0549187
9.3040e-02,0.0546625
9.3072e-02,0.0541219
9.3104e-02,0.0535219
9.3136e-02,0.0532562
9.3168e-02,0.0541094
9.3200e-02,0.0539969
9.3232e-02,0.0536312
9.3264e-02,0.0520875
9.3296e-02,0.0506844
9.3328e-02,0.0511344
9.3360e-02,0.0504781
9.3392e-02,0.0485969
9.3424e-02,0.0471094
9.3456e-02,0.0459344
9.3488e-02,0.0445781
9.3520e-02,0.0440687
9.3552e-02,0.0439937
9.3584e-02,0.0441031
9.3616e-02,0.0420625
9.3648e-02,0.0400969
9.3680e-02,0.0391531
9.3712e-02,0.0376219
9.3744e-02,0.0361031
9.3776e-02,0.0355656
9.3808e-02,0.0352906
9.3840e-02,0.0350781
9.3872e-02,0.0339625
9.3904e-02,0.0327125
9.3936e-02,0.0319219
9.3968e-02,0.0324969
9.4000e-02,0.0329219
9.4032e-02,0.0331344
9.4064e-02,0.0327625
9.4096e-02,0.0323906
9.4128e-02,0.0322625
9.4160e-02,0.0312
9.4192e-02,0.0317781
9.4224e-02,0.0311844
9.4256e-02,0.0309344
9.4288e-02,0.0309344
9.4320e-02,0.0305469
9.4352e-02,0.0307969
9.4384e-02,0.0301937
9.4416e-02,0.0302219
9.4448e-02,0.0303594
9.4480e-02,0.0301094
9.4512e-02,0.0295812
9.4544e-02,0.0285594
9.4576e-02,0.0292562
9.4608e-02,0.0292
9.4640e-02,0.0289031
9.4672e-02,0.0289062
9.4704e-02,0.0295437
9.4736e-02,0.0296219
9.4768e-02,0.0296719
9.4800e-02,0.0287125
9.4832e-02,0.0284594
9.4864e-02,0.0302312
9.4896e-02,0.031025
9.4928e-02,0.0307875
9.4960e-02,0.0310875
9.4992e-02,0.0314125
9.5024e-02,0.0310344
9.5056e-02,0.0306812
9.5088e-02,0.0306719
9.5120e-02,0.0319125
9.5152e-02,0.0326656
9.5184e-02,0.0327062
9.5216e-02,0.0326656
9.5248e-02,0.0330875
9.5280e-02,0.0328031
9.5312e-02,0.0325031
9.5344e-02,0.0313062
9.5376e-02,0.0312344
9.5408e-02,0.0309094
9.5440e-02,0.0317031
9.5472e-02,0.0320875
9.5504e-02,0.0326781
9.5536e-02,0.03285
9.5568e-02,0.0332375
9.5600e-02,0.0333687
9.5632e-02,0.0327625
9.5664e-02,0.0333406
9.5696e-02,0.0332344
9.5728e-02,0.0339156
9.5760e-02,0.0330812
9.5792e-02,0.0318719
9.5824e-02,0.0318062
9.5856e-02,0.0317906
9.5888e-02,0.0317312
9.5920e-02,0.0332344
9.5952e-02,0.0344344
9.5984e-02,0.0347719
9.6016e-02,0.0336562
9.6048e-02,0.0327312
9.6080e-02,0.0341625
9.6112e-02,0.0342312
9.6144e-02,0.0332
9.6176e-02,0.03375
9.6208e-02,0.0331969
9.6240e-02,0.0333937
9.6272e-02,0.0340531
9.6304e-02,0.0339562
9.6336e-02,0.0338812
9.6368e-02,0.0341344
9.6400e-02,0.0346031
9.6432e-02,0.0357406
9.6464e-02,0.0365031
9.6496e-02,0.035575
9.6528e-02,0.0359312
9.6560e-02,0.0357844
9.6592e-02,0.0366469
9.6624e-02,0.0368281
9.6656e-02,0.0371031
9.6688e-02,0.0367719
9.6720e-02,0.036175
9.6752e-02,0.0361875
9.6784e-02,0.0383687
9.6816e-02,0.0397625
9.6848e-02,0.0410375
9.6880e-02,0.0417844
9.6912e-02,0.0422937
9.6944e-02,0.0426437
9.6976e-02,0.0438625
9.7008e-02,0.0455937
9.7040e-02,0.0472625
9.7072e-02,0.0482062
9.7104e-02,0.0499
9.7136e-02,0.0517937
9.7168e-02,0.0540344
9.7200e-02,0.0548469
9.7232e-02,0.054625
9.7264e-02,0.0575656
9.7296e-02,0.0582406
9.7328e-02,0.0568812
9.7360e-02,0.0568937
9.7392e-02,0.0591219
9.7424e-02,0.0604031
9.7456e-02,0.0605812
9.7488e-02,0.0599719
9.7520e-02,0.0606312
9.7552e-02,0.0620812
9.7584e-02,0.0616219
9.7616e-02,0.0605719
9.7648e-02,0.0594156
9.7680e-02,0.0592594
9.7712e-02,0.0593719
9.7744e-02,0.0609156
9.7776e-02,0.060625
9.7808e-02,0.0597594
9.7840e-02,0.0603937
9.7872e-02,0.0595437
9.7904e-02,0.0590844
9.7936e-02,0.0588156
9.7968e-02,0.0570687
9.8000e-02,0.0556156
9.8032e-02,0.0539969
9.8064e-02,0.0520156
9.8096e-02,0.0505219
9.8128e-02,0.0512406
9.8160e-02,0.0495125
9.8192e-02,0.0469437
9.8224e-02,0.0456094
9.8256e-02,0.0451469
9.8288e-02,0.0446437
9.8320e-02,0.0433344
9.8352e-02,0.0411187
9.8384e-02,0.0397594
9.8416e-02,0.0379
9.8448e-02,0.0367312
9.8480e-02,0.0363562
9.8512e-02,0.0355594
9.8544e-02,0.0348219
9.8576e-02,0.0342125
9.8608e-02,0.034475
9.8640e-02,0.0341031
9.8672e-02,0.0335344
9.8704e-02,0.0328406
9.8736e-02,0.0314375
9.8768e-02,0.0320719
9.8800e-02,0.0313094
9.8832e-02,0.0314094
9.8864e-02,0.0317156
9.8896e-02,0.0319906
9.8928e-02,0.0309875
9.8960e-02,0.0322
9.8992e-02,0.0327156
9.9024e-02,0.0327375
9.9056e-02,0.0321812
9.9088e-02,0.0313281
9.9120e-02,0.0311031
9.9152e-02,0.0303094
9.9184e-02,0.0296281
9.9216e-02,0.0290875
9.9248e-02,0.0294812
9.9280e-02,0.0294219
9.9312e-02,0.0296
9.9344e-02,0.0306875
9.9376e-02,0.0304094
9.9408e-02,0.0297656
9.9440e-02,0.0297281
9.9472e-02,0.0304187
9.9504e-02,0.0304719
9.9536e-02,0.0302
9.9568e-02,0.0294937
9.9600e-02,0.0297937
9.9632e-02,0.0296969
9.9664e-02,0.0298625
9.9696e-02,0.0293281
9.9728e-02,0.0299562
9.9760e-02,0.0300875
9.9792e-02,0.0301781
9.9824e-02,0.0295406
9.9856e-02,0.02955
9.9888e-02,0.0301719
9.9920e-02,0.0301312
9.9952e-02,0.03035
9.9984e-02,0.0299594
1.0002e-01,0.0300344
1.0005e-01,0.0294062
1.0008e-01,0.0288844
1.0011e-01,0.0283187
1.0014e-01,0.0289375
1.0018e-01,0.02935
1.0021e-01,0.029775
1.0024e-01,0.0295219
1.0027e-01,0.029525
1.0030e-01,0.0291562
1.0034e-01,0.0290312
1.0037e-01,0.029
1.0040e-01,0.0289844
1.0043e-01,0.028775
1.0046e-01,0.0296781
1.0050e-01,0.0300656
1.0053e-01,0.0298562
1.0056e-01,0.0292937
1.0059e-01,0.0291125
1.0062e-01,0.0299687
1.0066e-01,0.0293625
1.0069e-01,0.0293719
1.0072e-01,0.0286562
1.0075e-01,0.02895
1.0078e-01,0.0287687
1.0082e-01,0.0289625
1.0085e-01,0.0296687
1.0088e-01,0.0296
1.0091e-01,0.0292656
1.0094e-01,0.0297062
1.0098e-01,0.0300187
1.0101e-01,0.0304906
1.0104e-01,0.0309656
1.0107e-01,0.030875
1.0110e-01,0.0309031
1.0114e-01,0.0315062
1.0117e-01,0.0315375
1.0120e-01,0.0310812
1.0123e-01,0.0299312
1.0126e-01,0.0294844
1.0130e-01,0.0294437
1.0133e-01,0.0297594
1.0136e-01,0.0290281
1.0139e-01,0.0289062
1.0142e-01,0.0298312
1.0146e-01,0.0312781
1.0149e-01,0.0320031
1.0152e-01,0.0316281
1.0155e-01,0.0315875
1.0158e-01,0.0307281
1.0162e-01,0.0325844
1.0165e-01,0.0333437
1.0168e-01,0.0335781
1.0171e-01,0.0334156
1.0174e-01,0.0332562
1.0178e-01,0.0332656
1.0181e-01,0.0330312
1.0184e-01,0.032475
1.0187e-01,0.0340406
1.0190e-01,0.0349344
1.0194e-01,0.035
1.0197e-01,0.035075
1.0200e-01,0.0353781
1.0203e-01,0.0365281
1.0206e-01,0.0378969
1.0210e-01,0.0375469
1.0213e-01,0.0372594
1.0216e-01,0.037475
1.0219e-01,0.0381125
1.0222e-01,0.0395594
1.0226e-01,0.0404
1.0229e-01,0.0401469
1.0232e-01,0.0401437
1.0235e-01,0.0416594
1.0238e-01,0.0413187
1.0242e-01,0.0417469
1.0245e-01,0.0420719
1.0248e-01,0.0437812
1.0251e-01,0.0454844
1.0254e-01,0.0471312
1.0258e-01,0.0482719
1.0261e-01,0.0481656
1.0264e-01,0.0503969
1.0267e-01,0.0512
1.0270e-01,0.0519312
1.0274e-01,0.0530875
1.0277e-01,0.0544594
1.0280e-01,0.0559125
1.0283e-01,0.0563094
1.0286e-01,0.0569156
1.0290e-01,0.0579062
1.0293e-01,0.057875
1.0296e-01,0.0607437
1.0299e-01,0.0611812
1.0302e-01,0.061325
1.0306e-01,0.0610312
1.0309e-01,0.0611906
1.0312e-01,0.0600812
1.0315e-01,0.0596094
1.0318e-01,0.0606531
1.0322e-01,0.0620062
1.0325e-01,0.0622062
1.0328e-01,0.0610187
1.0331e-01,0.0601281
1.0334e-01,0.059425
1.0338e-01,0.0593281
1.0341e-01,0.0597219
1.0344e-01,0.0609687
1.0347e-01,0.0594594
1.0350e-01,0.0571875
1.0354e-01,0.0561
1.0357e-01,0.056775
1.0360e-01,0.0543719
1.0363e-01,0.0530406
1.0366e-01,0.0519844
1.0370e-01,0.0496844
1.0373e-01,0.0485875
1.0376e-01,0.0475125
1.0379e-01,0.0470094
1.0382e-01,0.0468125
1.0386e-01,0.0462312
1.0389e-01,0.0448312
1.0392e-01,0.0432406
1.0395e-01,0.042725
1.0398e-01,0.0415781
1.0402e-01,0.0413031
1.0405e-01,0.0412344
1.0408e-01,0.0397531
1.0411e-01,0.0388219
1.0414e-01,0.0379156
1.0418e-01,0.0380531
1.0421e-01,0.0375125
1.0424e-01,0.03675
1.0427e-01,0.0358156
1.0430e-01,0.0357969
1.0434e-01,0.0351375
1.0437e-01,0.0351281
1.0440e-01,0.0356156
1.0443e-01,0.0365375
1.0446e-01,0.036425
1.0450e-01,0.0358812
1.0453e-01,0.034525
1.0456e-01,0.0341937
1.0459e-01,0.03375
1.0462e-01,0.0343187
1.0466e-01,0.0339719
1.0469e-01,0.0336625
1.0472e-01,0.0338687
1.0475e-01,0.0339562
1.0478e-01,0.0332406
1.0482e-01,0.0333875
1.0485e-01,0.0338437
1.0488e-01,0.0334406
1.0491e-01,0.0333094
1.0494e-01,0.0328312
1.0498e-01,0.0330844
1.0501e-01,0.0334312
1.0504e-01,0.0332312
1.0507e-01,0.03355
1.0510e-01,0.03415
1.0514e-01,0.0338719
1.0517e-01,0.0357406
1.0520e-01,0.0359062
1.0523e-01,0.0349094
1.0526e-01,0.0347812
1.0530e-01,0.0347937
1.0533e-01,0.033025
1.0536e-01,0.0324094
1.0539e-01,0.0324406
1.0542e-01,0.0342062
1.0546e-01,0.0336937
1.0549e-01,0.0331656
1.0552e-01,0.0329594
1.0555e-01,0.0333031
1.0558e-01,0.0326781
1.0562e-01,0.0325312
1.0565e-01,0.0343781
1.0568e-01,0.03655
1.0571e-01,0.0367125
1.0574e-01,0.0369812
1.0578e-01,0.0370375
1.0581e-01,0.0366187
1.0584e-01,0.0369437
1.0587e-01,0.0378937
1.0590e-01,0.039075
1.0594e-01,0.0405969
1.0597e-01,0.0418781
1.0600e-01,0.0424812
1.0603e-01,0.0453375
1.0606e-01,0.0472062
1.0610e-01,0.049025
1.0613e-01,0.0533687
1.0616e-01,0.0561156
1.0619e-01,0.0565312
1.0622e-01,0.0567719
1.0626e-01,0.0590312
1.0629e-01,0.0602344
1.0632e-01,0.0614031
1.0635e-01,0.060675
1.0638e-01,0.0590656
1.0642e-01,0.0577312
1.0645e-01,0.0567656
