Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Label,
TIME,CH1
2.9616e-02,0.184188
2.9648e-02,0.1955
2.9680e-02,0.20375
2.9712e-02,0.213406
2.9744e-02,0.220438
2.9776e-02,0.226156
2.9808e-02,0.237656
2.9840e-02,0.253156
2.9872e-02,0.2745
2.9904e-02,0.292625
2.9936e-02,0.312563
2.9968e-02,0.337438
3.0000e-02,0.358281
3.0032e-02,0.385875
3.0064e-02,0.4105
3.0096e-02,0.4355
3.0128e-02,0.465406
3.0160e-02,0.49075
3.0192e-02,0.532813
3.0224e-02,0.570875
3.0256e-02,0.6085
3.0288e-02,0.649188
3.0320e-02,0.704063
3.0352e-02,0.753156
3.0384e-02,0.78975
3.0416e-02,0.832875
3.0448e-02,0.885813
3.0480e-02,0.914719
3.0512e-02,0.954906
3.0544e-02,0.994469
3.0576e-02,1.02559
3.0608e-02,1.074
3.0640e-02,1.10491
3.0672e-02,1.14353
3.0704e-02,1.17444
3.0736e-02,1.19447
3.0768e-02,1.21138
3.0800e-02,1.22694
3.0832e-02,1.24822
3.0864e-02,1.25897
3.0896e-02,1.26609
3.0928e-02,1.25619
3.0960e-02,1.258
3.0992e-02,1.26103
3.1024e-02,1.25953
3.1056e-02,1.26853
3.1088e-02,1.26913
3.1120e-02,1.25728
3.1152e-02,1.2375
3.1184e-02,1.22409
3.1216e-02,1.20791
3.1248e-02,1.17809
3.1280e-02,1.15303
3.1312e-02,1.12859
3.1344e-02,1.09506
3.1376e-02,1.05975
3.1408e-02,0.998156
3.1440e-02,0.948188
3.1472e-02,0.888344
3.1504e-02,0.83725
3.1536e-02,0.778281
3.1568e-02,0.725563
3.1600e-02,0.6745
3.1632e-02,0.627688
3.1664e-02,0.572531
3.1696e-02,0.523063
3.1728e-02,0.474406
3.1760e-02,0.419
3.1792e-02,0.373906
3.1824e-02,0.336563
3.1856e-02,0.302219
3.1888e-02,0.273938
3.1920e-02,0.250594
3.1952e-02,0.229688
3.1984e-02,0.21175
3.2016e-02,0.194875
3.2048e-02,0.180281
3.2080e-02,0.171063
3.2112e-02,0.165344
3.2144e-02,0.157938
3.2176e-02,0.151875
3.2208e-02,0.147625
3.2240e-02,0.142594
3.2272e-02,0.138469
3.2304e-02,0.135188
3.2336e-02,0.137781
3.2368e-02,0.137
3.2400e-02,0.13275
3.2432e-02,0.13125
3.2464e-02,0.131
3.2496e-02,0.131531
3.2528e-02,0.133781
3.2560e-02,0.132281
3.2592e-02,0.129875
3.2624e-02,0.129094
3.2656e-02,0.123156
3.2688e-02,0.117625
3.2720e-02,0.11425
3.2752e-02,0.112219
3.2784e-02,0.110344
3.2816e-02,0.108938
3.2848e-02,0.106813
3.2880e-02,0.104969
3.2912e-02,0.0995625
3.2944e-02,0.0954688
3.2976e-02,0.0916875
3.3008e-02,0.0846875
3.3040e-02,0.07825
3.3072e-02,0.0765313
3.3104e-02,0.0739375
3.3136e-02,0.0726875
3.3168e-02,0.0700625
3.3200e-02,0.0695938
3.3232e-02,0.0670625
3.3264e-02,0.0628125
3.3296e-02,0.0579688
3.3328e-02,0.0542188
3.3360e-02,0.0533438
3.3392e-02,0.0512188
3.3424e-02,0.0499688
3.3456e-02,0.0487813
3.3488e-02,0.047375
3.3520e-02,0.0481875
3.3552e-02,0.047625
3.3584e-02,0.0459688
3.3616e-02,0.0432188
3.3648e-02,0.0424688
3.3680e-02,0.0400625
3.3712e-02,0.0395938
3.3744e-02,0.0383125
3.3776e-02,0.0384688
3.3808e-02,0.0358438
3.3840e-02,0.0348438
3.3872e-02,0.034125
3.3904e-02,0.032375
3.3936e-02,0.0321563
3.3968e-02,0.0300625
3.4000e-02,0.0303125
3.4032e-02,0.0295313
3.4064e-02,0.0284688
3.4096e-02,0.0267188
3.4128e-02,0.0260625
3.4160e-02,0.0249688
3.4192e-02,0.0235625
3.4224e-02,0.0230625
3.4256e-02,0.022375
3.4288e-02,0.0214375
3.4320e-02,0.0215313
3.4352e-02,0.0206563
3.4384e-02,0.0205938
3.4416e-02,0.0192188
3.4448e-02,0.0182813
3.4480e-02,0.0180625
3.4512e-02,0.0192813
3.4544e-02,0.0196875
3.4576e-02,0.0199375
3.4608e-02,0.01975
3.4640e-02,0.0197188
3.4672e-02,0.0191875
3.4704e-02,0.0189688
3.4736e-02,0.018125
3.4768e-02,0.018125
3.4800e-02,0.018625
3.4832e-02,0.0195625
3.4864e-02,0.01825
3.4896e-02,0.0182813
3.4928e-02,0.0181875
3.4960e-02,0.0187188
3.4992e-02,0.018
3.5024e-02,0.0179063
3.5056e-02,0.018
3.5088e-02,0.0179688
3.5120e-02,0.0184688
3.5152e-02,0.0185938
3.5184e-02,0.0185625
3.5216e-02,0.0185625
3.5248e-02,0.0185938
3.5280e-02,0.01925
3.5312e-02,0.019
3.5344e-02,0.019125
3.5376e-02,0.0190313
3.5408e-02,0.0199063
3.5440e-02,0.0194688
3.5472e-02,0.0193438
3.5504e-02,0.01925
3.5536e-02,0.0195
3.5568e-02,0.0202813
3.5600e-02,0.020625
3.5632e-02,0.0205625
3.5664e-02,0.021375
3.5696e-02,0.020375
3.5728e-02,0.0215625
3.5760e-02,0.022375
3.5792e-02,0.0230313
3.5824e-02,0.0235
3.5856e-02,0.025375
3.5888e-02,0.02575
3.5920e-02,0.0262188
3.5952e-02,0.025875
3.5984e-02,0.0270938
3.6016e-02,0.0286875
3.6048e-02,0.0296563
3.6080e-02,0.0301563
3.6112e-02,0.0311875
3.6144e-02,0.0337188
3.6176e-02,0.0346875
3.6208e-02,0.0363438
3.6240e-02,0.0358125
3.6272e-02,0.0374375
3.6304e-02,0.0383438
3.6336e-02,0.0383438
3.6368e-02,0.0395625
3.6400e-02,0.0415
3.6432e-02,0.0429688
3.6464e-02,0.0453125
3.6496e-02,0.0475
3.6528e-02,0.0478125
3.6560e-02,0.0476563
3.6592e-02,0.0474375
3.6624e-02,0.0481563
3.6656e-02,0.0480625
3.6688e-02,0.0481875
3.6720e-02,0.0460938
3.6752e-02,0.0436875
3.6784e-02,0.0418125
3.6816e-02,0.0408125
3.6848e-02,0.0385313
